@relation 'traindata2-weka.filters.unsupervised.attribute.Remove-R3-4,8-9-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R3'

@attribute senteces string
@attribute fox string
@attribute foxsc numeric

@data
'THE GERMAN car maker Volkswagen added another luxury marque to its stable yesterday by agreeing to buy the Italian sports car maker Lamborghini ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Volkswagen>        rdfs:label  \"Volkswagen\" .<http://dbpedia.org/resource/Lamborghini>        rdfs:label  \"Lamborghini\" . ',33.33
'Facebooks founders knew they were creating something addictive that exploited a vulnerability in human psychology from the outset. according to the companys founding president Sean Parker ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Sean_Parker>        rdfs:label  \"Sean Parker\" . ',33.33
'When Pepsi CEO Indra Nooyi got her pivotal promotion. her mother cut off the announcement and sent her out to get milk instead ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Indra_Nooyi>        rdfs:label  \"Indra Nooyi\" ;        <http://ns.aksw.org/fox/ontology#workfor>                <http://dbpedia.org/resource/Pepsi> .<http://dbpedia.org/resource/Pepsi>        rdfs:label  \"Pepsi\" . ',16.67
'Mr Trump said at a campaign event in Washington: President Barack Obama was born in the United States ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Trump>        rdfs:label  \"Trump\" .<http://dbpedia.org/resource/United_States>        rdfs:label  \"United States\" .<http://dbpedia.org/resource/Washington_wine>        rdfs:label  \"Washington\" .<http://dbpedia.org/resource/Barack_Obama>        rdfs:label  \"Barack Obama\" ;        <http://ns.aksw.org/fox/ontology#livein>                <http://dbpedia.org/resource/United_States> . <http://dbpedia.org/resource/Washington_wine> . ',58.33
'Shilpa Shetty and Raj Kundra. both 42. have been married for over eight years now. Viaan. 5. is the couple\'s only child. Shilpa\'s sister Shamita is also an actress ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Shilpa>        rdfs:label  \"Shilpa\" .<http://dbpedia.org/resource/Shilpa_Shetty>        rdfs:label  \"Shilpa Shetty\" ;        dbo:spouse  <http://dbpedia.org/resource/Raj_Kundra> .<http://aksw.org/notinwiki/Shamita>        rdfs:label  \"Shamita\" .<http://aksw.org/notinwiki/Viaan>        rdfs:label  \"Viaan\" .<http://dbpedia.org/resource/Raj_Kundra>        rdfs:label  \"Raj Kundra\" . ',42.86
'In June 323 BC. Alexander the Great died in Babylon aged 32. having conquered an empire stretching from modern Albania to eastern Pakistan ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Babylon>        rdfs:label  \"Babylon\" .<http://dbpedia.org/resource/Albania>        rdfs:label  \"Albania\" .<http://dbpedia.org/resource/Alexander_the_Great>        rdfs:label        \"Alexander the Great\" ;        dbo:birthPlace    <http://dbpedia.org/resource/Babylon> ;        dbo:deathPlace    <http://dbpedia.org/resource/Babylon> ;        dbo:residence     <http://dbpedia.org/resource/Babylon> ;        dbo:restingPlace  <http://dbpedia.org/resource/Babylon> .<http://dbpedia.org/resource/Pakistan>        rdfs:label  \"Pakistan\" . ',45.83
'Jaipur. the capital city of Rajasthan. having a total population of 3.441.816.is the most populated city of the state and the tenth most populated city of the country ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Rajasthan>        rdfs:label  \"Rajasthan\" .<http://dbpedia.org/resource/Jaipur>        rdfs:label  \"Jaipur\" . ',33.33
'Melbourne City hand debut to Dylan Pierias. the A-League’s first player born in the 2000s ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Rajasthan>        rdfs:label  \"Rajasthan\" .<http://dbpedia.org/resource/Jaipur>        rdfs:label  \"Jaipur\" . ',0
'Los Angeles Angels-bound Shohei Ohtani bid farewell to fans of his former Japanese club on Monday as he sets off to join his new Major League Baseball team ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Los_Angeles>        rdfs:label  \"Los Angeles\" .<http://dbpedia.org/resource/Shohei_Otani>        rdfs:label  \"Shohei Ohtani\" .<http://dbpedia.org/resource/Major_League_Baseball>        rdfs:label  \"Major League Baseball\" . ',33.33
'Early last month it was reported that cricketer David Warner. 29. and wife Candice. 30. had put their sprawling home in Sydney\'s South Coogee on the market ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Candice_Night>        rdfs:label  \"Candice\" ;        <http://ns.aksw.org/fox/ontology#livein>                <http://dbpedia.org/resource/Sydney> .<http://dbpedia.org/resource/David_William_Warner>        rdfs:label  \"David Warner\" ;        <http://ns.aksw.org/fox/ontology#livein>                <http://dbpedia.org/resource/Sydney> . <http://dbpedia.org/resource/South_Coogee\%2C_New_South_Wales> .<http://dbpedia.org/resource/South_Coogee\%2C_New_South_Wales>        rdfs:label  \"South Coogee\" .<http://dbpedia.org/resource/Sydney>        rdfs:label  \"Sydney\" . ',25
'IIT-Madras student Preksha Nema is one of four recipients in the country. of the Google PhD Fellowship 2017.Preksha is jointly guided by Professor Mitesh M. Khapra and Professor B. Ravindran at the Department of Computer Science and Engineering ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://aksw.org/notinwiki/B.Ravindran>        rdfs:label  \"B. Ravindran\" .<http://dbpedia.org/resource/Google>        rdfs:label  \"Google\" .<http://dbpedia.org/resource/National_Emergency_Management_Agency>        rdfs:label  \"Nema\" .<http://dbpedia.org/resource/University_of_Minnesota>        rdfs:label  \"Department of Computer Science and Engineering\" .<http://aksw.org/notinwiki/MiteshM.Khapra>        rdfs:label  \"Mitesh M. Khapra\" . ',16.67
'Chitradurga. part of an arid region in Karnataka. has recorded a deficit of 43 percent ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Chitradurga>        rdfs:label  \"Chitradurga\" .<http://dbpedia.org/resource/Karnataka>        rdfs:label  \"Karnataka\" . ',33.33
'Can you imagine Rahul Dravid as a top corporate executive? He had earlier earned a degree in commerce from St. Joseph\'s College of Commerce in Bangalore ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Saint_Joseph>        rdfs:label  \"St. Joseph\" .<http://dbpedia.org/resource/Bangalore>        rdfs:label  \"Bangalore\" .<http://dbpedia.org/resource/Rahul_Dravid>        rdfs:label  \"Rahul Dravid\" .<http://aksw.org/notinwiki/CollegeofCommerce>        rdfs:label  \"College of Commerce\" . ',33.33
'Vice President Pence arrives in Israel ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Israel>        rdfs:label  \"Israel\" . ',33.33
'Arjun Tendulkar. the son of legendary Indian batsman Sachin Tendulkar. turned heads at Don Bradmans home of Bowral. NSW. with a powerful performance for a Cricket Club ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Don_Bradman>        rdfs:label  \"Don Bradmans\" ;        <http://ns.aksw.org/fox/ontology#livein>                <http://dbpedia.org/resource/Bowral> .<http://dbpedia.org/resource/Sachin_Tendulkar>        rdfs:label  \"Sachin Tendulkar\" . \"Arjun Tendulkar\" ;        <http://ns.aksw.org/fox/ontology#livein>                <http://dbpedia.org/resource/Bowral> .<http://dbpedia.org/resource/New_South_Wales>        rdfs:label  \"NSW\" .<http://dbpedia.org/resource/Bowral>        rdfs:label  \"Bowral\" . ',38.1
'Donald Trump s unsettling record of comments about his daughter Ivank ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://aksw.org/notinwiki/Ivank>        rdfs:label  \"Ivank\" .<http://dbpedia.org/resource/Donald_Trump>        rdfs:label  \"Donald Trump\" . ',16.67
'MARK Zuckerberg and his wife Priscilla Chan have announced they welcomed another baby girl into the world ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Priscilla_Chan_\%28philanthropist\%29>        rdfs:label  \"Priscilla Chan\" .<http://aksw.org/notinwiki/MARKZuckerberg>        rdfs:label  \"MARK Zuckerberg\" ;        dbo:spouse  <http://dbpedia.org/resource/Priscilla_Chan_\%28philanthropist\%29> . ',33.33
'FC Barcelona and Lionel Messi signed on Saturday morning a new contract. After impressing throughout the various youth categories. he made his first team debut at just 16 years of age in a friendly against FC Porto ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Lionel_Messi>        rdfs:label  \"Lionel Messi\" .<http://dbpedia.org/resource/FC_Barcelona>        rdfs:label  \"FC Barcelona\" .<http://dbpedia.org/resource/FC_Porto>        rdfs:label  \"FC Porto\" . ',33.33
'As visibility drops. Punjab districts order change in school timings. Some districts. such as Shahid Bhagat Singh Nagar. have asked schools to remain closed from January 3-6 ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Shaheed_Bhagat_Singh_Nagar_district>        rdfs:label  \"Shahid Bhagat Singh Nagar\" .<http://dbpedia.org/resource/Punjab_\%28region\%29>        rdfs:label  \"Punjab\" . ',33.33
'Barcelona coach Ernesto Valverde admitted starting with Lionel Messi on the bench against Juventus was a tough decision ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Ernesto_Valverde>        rdfs:label  \"Ernesto Valverde\" ;        <http://ns.aksw.org/fox/ontology#workfor>                <http://dbpedia.org/resource/Barcelona> .<http://dbpedia.org/resource/Lionel_Messi>        rdfs:label  \"Lionel Messi\" .<http://dbpedia.org/resource/Barcelona>        rdfs:label  \"Barcelona\" .<http://dbpedia.org/resource/Juventus_F.C.>        rdfs:label  \"Juventus\" . ',33.33
'The University of Essex has been welcomed into the CFA Institute University Affiliation Program. widely considered as the investment professions most rigorous credentialing scheme ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://aksw.org/notinwiki/CFAInstituteUniversityAffiliationProgram>        rdfs:label  \"CFA Institute University Affiliation Program\" .<http://dbpedia.org/resource/University_of_Essex>        rdfs:label  \"University of Essex\" . ',33.33
'Newly-weds Virat Kohli and Anushka Sharma are making the most of their time in Cape Town ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Anushka_Sharma>        rdfs:label  \"Anushka Sharma\" .<http://dbpedia.org/resource/Virat_Kohli>        rdfs:label  \"Virat Kohli\" .<http://dbpedia.org/resource/Cape_Town>        rdfs:label  \"Cape Town\" . ',33.33
